"Song","Artist","Title","Quadrant","PQuad","MoodsTotal","Moods","MoodsFoundStr","MoodsStr","MoodsStrSplit","Genres","GenresStr","Sample","SampleURL"
"MT0009991160","Dan Zanes","Home in That Rock","Q4",0.6,5,4,"cheerful, reverent, spiritual, sweet","Cheerful, Reverent, Rollicking, Spiritual, Sweet","Cheerful, Reverent, Rollicking, Spiritual, Sweet",3,"Children's, New Age, Religious",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Y7UeZ6ZvBSEO1zp-rr3bZYapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0009996318","Ray Ellis","I'm a Fool To Want You [Take 3 - CL 1157]","Q3",0.636363636363636,11,10,"bitter, bleak, brittle, brooding, gloomy, lush, quiet, sad, soft, weary","Angst-Ridden, Bitter, Bleak, Brittle, Brooding, Gloomy, Lush, Sad, Soft/Quiet, Weary","Angst-Ridden, Bitter, Bleak, Brittle, Brooding, Gloomy, Lush, Sad, Soft, Quiet, Weary",2,"Jazz, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=rIlkewKy7lCVoAGClfjrZDqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0010085729","Baby Bash","Lemon Drop","Q1",0.6,5,3,"provocative, sexual, sexy","Hedonistic, Provocative, Sexual, Sexy, Thuggish","Hedonistic, Provocative, Sexual, Sexy, Thuggish",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=o4BvbGuCwBbuLvNiwjATW82KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0010203716","Matisyahu","On Nature","Q4",1,3,3,"elaborate, reverent, spiritual","Elaborate, Reverent, Spiritual","Elaborate, Reverent, Spiritual",2,"Reggae, International",1,"http://rovimusic.rovicorp.com/playback.mp3?c=L-QMmZDsXpXiclyIlTtWpM2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0010310896","Slayer","Snuff","Q2",0.571428571428571,14,11,"angry, anxious, bleak, fierce, harsh, hostile, menacing, provocative, rebellious, tense, volatile","Angry, Bleak, Confrontational, Fierce, Harsh, Hostile, Malevolent, Menacing, Nihilistic, Provocative, Rebellious, Tense/Anxious, Volatile","Angry, Bleak, Confrontational, Fierce, Harsh, Hostile, Malevolent, Menacing, Nihilistic, Provocative, Rebellious, Tense, Anxious, Volatile",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Gwk1_WqJhQpmLfG1heGvM6wfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0010344415","Adam Lambert","For Your Entertainment","Q1",0.75,12,10,"amiable, dramatic, energetic, fun, intense, lively, playful, rousing, sexy, theatrical","Amiable/Good-Natured, Dramatic, Energetic, Freewheeling, Fun, Intense, Lively, Playful, Rousing, Sexy, Theatrical","Amiable, Good-Natured, Dramatic, Energetic, Freewheeling, Fun, Intense, Lively, Playful, Rousing, Sexy, Theatrical",2,"Pop/Rock, Stage & Screen",1,"http://rovimusic.rovicorp.com/playback.mp3?c=XRRHSMFSuiX3CD9RgNrYsM2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0010375510","Gregory Isaacs","Let off Supm","Q3",0.666666666666667,6,5,"bleak, brooding, hypnotic, melancholy, sad","Bleak, Brooding, Hypnotic, Melancholy, Sad, Somber","Bleak, Brooding, Hypnotic, Melancholy, Sad, Somber",1,"Reggae",1,"http://rovimusic.rovicorp.com/playback.mp3?c=kk6zQH0qxaxhHnOFGQWWApjWf7KriH64XH0cLbjLrOY=&f=I"
"MT0010392442","Billie Holiday","What a Night, What a Moon, What a Girl","Q1",0.666666666666667,3,3,"happy, innocent, joyous","Happy, Innocent, Joyous","Happy, Innocent, Joyous",3,"Blues, Jazz, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=3T7P7GOOjVm4OYXtWcviJvQIxMnXLaW9NvEpt_rvU6E=&f=I"
"MT0010415730","Discharge","Free Speech for the Dumb","Q2",0.555555555555556,9,7,"angry, cynical, harsh, hostile, outraged, sarcastic, snide","Acerbic, Angry, Cynical/Sarcastic, Harsh, Hostile, Nihilistic, Outraged, Snide","Acerbic, Angry, Cynical, Sarcastic, Harsh, Hostile, Nihilistic, Outraged, Snide",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=pYlMwBiVOH2p5bgTG5VaoYapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0010463505","Brujeria","El Patron","Q2",0.666666666666667,6,5,"crunchy, fierce, harsh, hostile, trashy","Crunchy, Fierce, Harsh, Hostile, Malevolent, Trashy","Crunchy, Fierce, Harsh, Hostile, Malevolent, Trashy",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=oJlbpBGW9Js7u8_gAWuo-2jIb8Tr8vVfGLIuM5x_WSg=&f=I"
"MT0010465830","Bobby ""Blue"" Bland","Turn on Your Love Light","Q1",0.777777777777778,9,8,"dramatic, fiery, gritty, intense, passionate, rousing, sensual, sophisticated","Boisterous, Dramatic, Fiery, Gritty, Intense, Passionate, Rousing, Sensual, Sophisticated","Boisterous, Dramatic, Fiery, Gritty, Intense, Passionate, Rousing, Sensual, Sophisticated",2,"R&B, Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=XmvoIF3KG6xcK_x-wj2nI_QIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0010468178","Placebo","My Sweet Prince","Q3",0.666666666666667,6,4,"bleak, gloomy, lonely, sad","Bleak, Gloomy, Lonely, Meditative, Sad, Somber","Bleak, Gloomy, Lonely, Meditative, Sad, Somber",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=b6Wvdr73RofHGLW0W_AK1c2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0010482550","The Dramatics","Shake It Well","Q1",0.714285714285714,7,6,"carefree, cheerful, energetic, fun, intense, romantic","Carefree, Cheerful, Energetic, Freewheeling, Fun, Intense, Romantic","Carefree, Cheerful, Energetic, Freewheeling, Fun, Intense, Romantic",2,"R&B, Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=9z_icGJbLfGNEloDlQ5ZvzqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0010485603","Junior Mance","I'm Gonna Move to the Outskirts of Town","Q4",0.6,5,4,"quiet, reserved, soft, weary","Reserved, Restrained, Soft/Quiet, Weary","Reserved, Restrained, Soft, Quiet, Weary",2,"Jazz, Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=E5G9Ke2M3LnRsHAiLuco-5jWf7KriH64XH0cLbjLrOY=&f=J"
"MT0010487769","Gipsy Kings","Soy","Q1",0.571428571428571,7,6,"bravado, fiery, intense, sexy, spicy, urgent","Bravado, Cathartic, Fiery, Intense, Sexy, Spicy, Urgent","Bravado, Cathartic, Fiery, Intense, Sexy, Spicy, Urgent",2,"International, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=HINagRuRfwXi_TBG-RodIvh0BJxFGWncDvRkmPV4knk=&f=I"
"MT0010489498","Gipsy Kings","Mi Vida","Q1",0.75,4,3,"fiery, sexy, spicy","Cathartic, Fiery, Sexy, Spicy","Cathartic, Fiery, Sexy, Spicy",2,"International, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=vLNaIWEt0Fkm_E5UFijLIDqpU4hxl5saPDaNIVORh-E=&f=I"
"MT0010490157","Discharge","Maimed and Slaughtered","Q2",0.555555555555556,9,7,"angry, cynical, harsh, hostile, outraged, sarcastic, snide","Acerbic, Angry, Cynical/Sarcastic, Harsh, Hostile, Nihilistic, Outraged, Snide","Acerbic, Angry, Cynical, Sarcastic, Harsh, Hostile, Nihilistic, Outraged, Snide",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=We1cvPZv698BHYU98svz_KwfpsQHuOlGC4-o-yXc8Os=&f=I"
"MT0010501618","Tito Puente","Oye Como Va","Q1",0.75,4,3,"exciting, joyous, spicy","Brassy, Exciting, Joyous, Spicy","Brassy, Exciting, Joyous, Spicy",2,"Jazz, Latin",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Smg1cRNdQut7se-Wgz1u7DqpU4hxl5saPDaNIVORh-E=&f=I"
"MT0010585105","Juvenile","Sling It to Tha Back","Q3",0.666666666666667,3,3,"menacing, rebellious, rowdy","Menacing, Rebellious, Rowdy","Menacing, Rebellious, Rowdy",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=7VH9ss1aBsH_aqlf3bhN5oapJnH0KBK7tayJ1L1z1aM=&f=I"
"MT0010615428","Company Flow","Info Kill II","Q2",0.555555555555556,9,6,"angry, bleak, eerie, hostile, ominous, paranoid","Angry, Bleak, Eerie, Hostile, Malevolent, Nihilistic, Ominous, Paranoid, Thuggish","Angry, Bleak, Eerie, Hostile, Malevolent, Nihilistic, Ominous, Paranoid, Thuggish",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=l6xzoxKddz2y4DGyAOO-S82KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0010617945","Elton John","Jack Rabbit","Q1",0.6,5,4,"carefree, cheerful, lively, positive","Carefree, Cheerful, Lively, Marching, Positive","Carefree, Cheerful, Lively, Marching, Positive",3,"Pop/Rock, Country, Electronic",1,"http://rovimusic.rovicorp.com/playback.mp3?c=UjUcvZYzEC44-I5MwxI60JjWf7KriH64XH0cLbjLrOY=&f=J"
"MT0010624346","Onyx","Broke Willies","Q2",0.75,4,3,"angry, harsh, hostile","Angry, Harsh, Hostile, Thuggish","Angry, Harsh, Hostile, Thuggish",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=lyNb72wcjowZPMRWCSTKVPQIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0010665248","David Arkenstone","Night Wind","Q4",0.714285714285714,7,5,"delicate, elaborate, hypnotic, lush, sparkling","Delicate, Elaborate, Ethereal, Hypnotic, Lush, Sparkling, Wintry","Delicate, Elaborate, Ethereal, Hypnotic, Lush, Sparkling, Wintry",1,"New Age",1,"http://rovimusic.rovicorp.com/playback.mp3?c=nRNz0LhzraBvWVMjUbySuTqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0010694663","Oscar D'León","Mujer de Arena","Q1",0.666666666666667,3,3,"exciting, sparkling, spicy","Exciting, Sparkling, Spicy","Exciting, Sparkling, Spicy",1,"Latin",1,"http://rovimusic.rovicorp.com/playback.mp3?c=0BTctrDxcf0Kpnuky76WSWjIb8Tr8vVfGLIuM5x_WSg=&f=I"
"MT0010707508","George Shearing","Lullaby of Birdland","Q4",0.583333333333333,12,11,"amiable, bright, elegant, energetic, gentle, joyous, light, refined, relaxed, sophisticated, sparkling","Amiable/Good-Natured, Bright, Elegant, Energetic, Gentle, Joyous, Light, Refined, Relaxed, Sophisticated, Sparkling","Amiable, Good-Natured, Bright, Elegant, Energetic, Gentle, Joyous, Light, Refined, Relaxed, Sophisticated, Sparkling",1,"Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=KwrEoEf5JgIFR8bvxnSHnf3pqi0RS20pHqZddGAWQOA=&f=J"
"MT0010736208","Tear Da Club Up Thugs","Push 'Em Off","Q2",0.666666666666667,6,5,"harsh, hostile, outraged, sexual, sleazy","Harsh, Hostile, Malevolent, Outraged, Sexual, Sleazy","Harsh, Hostile, Malevolent, Outraged, Sexual, Sleazy",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=ljpLQXjGiHjrO7-JKDwRU_QIxMnXLaW9NvEpt_rvU6E=&f=I"
"MT0010739708","Len Cariou","The Barber and His Wife","Q3",0.6,5,3,"bitter, bleak, snide","Acerbic, Bitter, Bleak, Malevolent, Snide","Acerbic, Bitter, Bleak, Malevolent, Snide",1,"Stage & Screen",1,"http://rovimusic.rovicorp.com/playback.mp3?c=v-I6TugJgVtXvgc0DAGKGfh0BJxFGWncDvRkmPV4knk=&f=I"
"MT0010758927","Lena Horne","As Long as I Live","Q4",0.727272727272727,11,10,"bright, elegant, innocent, light, lush, quiet, relaxed, romantic, soft, sweet","Bright, Elegant, Innocent, Light, Lush, Relaxed, Romantic, Soft/Quiet, Sweet, Wistful","Bright, Elegant, Innocent, Light, Lush, Relaxed, Romantic, Soft, Quiet, Sweet, Wistful",3,"Vocal, Jazz, Stage & Screen",1,"http://rovimusic.rovicorp.com/playback.mp3?c=vUFBLbuZxYBhz6rY99NN9awfpsQHuOlGC4-o-yXc8Os=&f=I"
"MT0010804974","Shad Collins","All of Me","Q3",0.545454545454545,11,11,"angry, anguished, anxious, bitter, brooding, distraught, gloomy, reserved, sad, tense, weary","Angry, Anguished/Distraught, Bitter, Brooding, Gloomy, Reserved, Sad, Tense/Anxious, Weary","Angry, Anguished, Distraught, Bitter, Brooding, Gloomy, Reserved, Sad, Tense, Anxious, Weary",3,"Jazz, Vocal, Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Z4xQWUngJf3GHnzlSFUV4mjIb8Tr8vVfGLIuM5x_WSg=&f=I"
"MT0010810859","Kenny G","In a Sentimental Mood","Q4",0.681818181818182,22,20,"atmospheric, calm, dreamy, elegant, gentle, intimate, light, mellow, nocturnal, peaceful, refined, relaxed, reserved, romantic, sensual, slick, smooth, soothing, sophisticated, sparkling","Atmospheric, Calm/Peaceful, Dreamy, Elegant, Ethereal, Gentle, Intimate, Laid-Back/Mellow, Light, Nocturnal, Refined, Relaxed, Reserved, Romantic, Sensual, Slick, Smooth, Soothing, Sophisticated, Sparkling","Atmospheric, Calm, Peaceful, Dreamy, Elegant, Ethereal, Gentle, Intimate, Laid-Back, Mellow, Light, Nocturnal, Refined, Relaxed, Reserved, Romantic, Sensual, Slick, Smooth, Soothing, Sophisticated, Sparkling",3,"Easy Listening, Jazz, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=SciXJ27dL-4srBug3i3HfPh0BJxFGWncDvRkmPV4knk=&f=J"
"MT0010818060","Loreena McKennitt","Prologue","Q4",0.666666666666667,6,4,"atmospheric, dreamy, hypnotic, soothing","Atmospheric, Dreamy, Ethereal, Hypnotic, Pastoral, Soothing","Atmospheric, Dreamy, Ethereal, Hypnotic, Pastoral, Soothing",2,"International, New Age",1,"http://rovimusic.rovicorp.com/playback.mp3?c=eIUH9dlUn_HnsLDPBWXL7PQIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0010842738","David Arkenstone","Borderlands","Q4",1,4,4,"hypnotic, quiet, reserved, soft","Hypnotic, Reserved, Soft/Quiet","Hypnotic, Reserved, Soft, Quiet",2,"New Age, Stage & Screen",1,"http://rovimusic.rovicorp.com/playback.mp3?c=2d180c7WobgWm78WbtQMR_KUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0010850805","Lightnin' Hopkins","Last Night Blues","Q3",0.6,5,4,"greasy, gritty, lazy, uncompromising","Confrontational, Greasy, Gritty, Lazy, Uncompromising","Confrontational, Greasy, Gritty, Lazy, Uncompromising",1,"Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Ybt4cKSMXrBpoqcmKz9YKGjIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0010855214","Mike Seeger","Run, Children, Run","Q4",0.666666666666667,6,4,"atmospheric, organic, soothing, sweet","Atmospheric, Ethereal, Organic, Soothing, Sparse, Sweet","Atmospheric, Ethereal, Organic, Soothing, Sparse, Sweet",4,"Children's, Folk, International, Country",1,"http://rovimusic.rovicorp.com/playback.mp3?c=HZz2OkCCH8v0BIzyY3lEF_h0BJxFGWncDvRkmPV4knk=&f=J"
"MT0010897525","Discharge","Hear Nothing See Nothing Say Nothing","Q2",0.611111111111111,18,14,"angry, anxious, cynical, fiery, harsh, hostile, outraged, rebellious, sarcastic, snide, tense, uncompromising, urgent, volatile","Acerbic, Angry, Cynical/Sarcastic, Fiery, Harsh, Hostile, Irreverent, Nihilistic, Outraged, Rebellious, Snide, Tense/Anxious, Uncompromising, Urgent, Visceral, Volatile","Acerbic, Angry, Cynical, Sarcastic, Fiery, Harsh, Hostile, Irreverent, Nihilistic, Outraged, Rebellious, Snide, Tense, Anxious, Uncompromising, Urgent, Visceral, Volatile",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=KF09JKVaG6kZ2nGUHn6FI2jIb8Tr8vVfGLIuM5x_WSg=&f=I"
"MT0010900969","Sergio Mendes","Mais Que Nada","Q1",0.6,10,8,"cheerful, exciting, happy, innocent, sensual, sexy, spicy, sweet","Cheerful, Effervescent, Exciting, Happy, Innocent, Sensual, Sexy, Spicy, Summery, Sweet","Cheerful, Effervescent, Exciting, Happy, Innocent, Sensual, Sexy, Spicy, Summery, Sweet",4,"International, Latin, Pop/Rock, Easy Listening",1,"http://rovimusic.rovicorp.com/playback.mp3?c=U4T4-nzqNFfJfTy7vphtiZjWf7KriH64XH0cLbjLrOY=&f=J"
"MT0010965655","Kitaro","Mysterious Encounter","Q4",0.555555555555556,9,5,"calm, hypnotic, peaceful, reserved, sparkling","Calm/Peaceful, Ethereal, Hypnotic, Reserved, Somber, Spacey, Sparkling, Trippy","Calm, Peaceful, Ethereal, Hypnotic, Reserved, Somber, Spacey, Sparkling, Trippy",3,"Avant-Garde, Electronic, New Age",1,"http://rovimusic.rovicorp.com/playback.mp3?c=B1Td1DMTg2AHTdF1VK4q0awfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0010979481","George Brown","Canadian Sunset","Q4",0.666666666666667,3,3,"precious, spicy, stately","Precious, Spicy, Stately","Precious, Spicy, Stately",3,"International, Jazz, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=HeAc-UHU-Ud6CFVn7pPrCpjWf7KriH64XH0cLbjLrOY=&f=I"
"MT0010983830","Squeeze","Here Comes That Feeling","Q2",0.6,10,7,"anxious, detached, eerie, ominous, paranoid, spooky, tense","Detached, Druggy, Eerie, Insular, Ominous, Paranoid, Somber, Spooky, Tense/Anxious","Detached, Druggy, Eerie, Insular, Ominous, Paranoid, Somber, Spooky, Tense, Anxious",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=ijFDAMjlFc3RiTgQGMS5ZqwfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0010984486","Kitaro","Moondance","Q4",0.555555555555556,9,5,"calm, hypnotic, peaceful, reserved, sparkling","Calm/Peaceful, Ethereal, Hypnotic, Reserved, Somber, Spacey, Sparkling, Trippy","Calm, Peaceful, Ethereal, Hypnotic, Reserved, Somber, Spacey, Sparkling, Trippy",3,"Avant-Garde, Electronic, New Age",1,"http://rovimusic.rovicorp.com/playback.mp3?c=E6hoDkRX0V37k4cZGKJ-BfKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0010998105","Accademia di Santa Cecilia Orchestra","The Good, the Bad, and the Ugly (Titles)","Q4",0.6,5,5,"cerebral, complex, elaborate, lush, nostalgic","Cerebral, Complex, Elaborate, Lush, Nostalgic","Cerebral, Complex, Elaborate, Lush, Nostalgic",2,"Easy Listening, Stage & Screen",1,"http://rovimusic.rovicorp.com/playback.mp3?c=8MHNJ-u-Uj34fXtp9H9-W4apJnH0KBK7tayJ1L1z1aM=&f=I"
"MT0011032905","Sugar Pie DeSanto","Ask Me","Q3",0.666666666666667,3,3,"anguished, distraught, naive","Anguished/Distraught, Naive","Anguished, Distraught, Naive",2,"Blues, R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=2l2eimRHmKfAgEVj6q-aMs2KXJKuJLE7UG4BJXcyKZ4=&f=I"
"MT0011051663","Ron Carter","Down from Antigua","Q4",0.571428571428571,28,23,"amiable, carefree, cheerful, confident, earthy, elaborate, elegant, innocent, intimate, mellow, passionate, playful, poignant, precious, refined, relaxed, romantic, sophisticated, stately, stylish, warm, whimsical, witty","Amiable/Good-Natured, Carefree, Cheerful, Confident, Earthy, Elaborate, Elegant, Freewheeling, Innocent, Intimate, Laid-Back/Mellow, Literate, Passionate, Playful, Poignant, Precious, Refined, Relaxed, Romantic, Sophisticated, Stately, Stylish, Warm, Whimsical, Witty, Wry","Amiable, Good-Natured, Carefree, Cheerful, Confident, Earthy, Elaborate, Elegant, Freewheeling, Innocent, Intimate, Laid-Back, Mellow, Literate, Passionate, Playful, Poignant, Precious, Refined, Relaxed, Romantic, Sophisticated, Stately, Stylish, Warm, Whimsical, Witty, Wry",1,"Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=v5uxvECgYw1P4fXeC6U1c4apJnH0KBK7tayJ1L1z1aM=&f=I"
"MT0011066228","Jimmy Reed","I Need You So","Q3",0.75,4,3,"greasy, lazy, messy","Greasy, Lazy, Messy, Sparse","Greasy, Lazy, Messy, Sparse",2,"Blues, R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Fb2U69xk3Ob5aDzaIpzil_KUU23ZQzDPVjJ3ONioHGo=&f=I"
"MT0011095825","Cabaret Voltaire","In the Shadows","Q3",0.714285714285714,7,6,"cerebral, clinical, cold, detached, menacing, paranoid","Cerebral, Clinical, Cold, Detached, Menacing, Paranoid, Trippy","Cerebral, Clinical, Cold, Detached, Menacing, Paranoid, Trippy",2,"Avant-Garde, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=X3FVEnv_z60KONZOd__LX82KXJKuJLE7UG4BJXcyKZ4=&f=I"
"MT0011104152","Los Bocucos","Compositor Confundido","Q1",0.75,4,4,"gutsy, intense, provocative, rustic","Gutsy, Intense, Provocative, Rustic","Gutsy, Intense, Provocative, Rustic",1,"Latin",1,"http://rovimusic.rovicorp.com/playback.mp3?c=0-K81dSnVM0DdFSrEiNVAfQIxMnXLaW9NvEpt_rvU6E=&f=I"
"MT0011145388","Trina","Watch Yo Back","Q2",0.6,5,3,"outrageous, sleazy, uncompromising","Hedonistic, Irreverent, Outrageous, Sleazy, Uncompromising","Hedonistic, Irreverent, Outrageous, Sleazy, Uncompromising",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=_SQWS99TdAVJjczLAiSP8_KUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0011158114","Claude King","Parchman Farm Blues","Q3",0.666666666666667,3,3,"anguished, bleak, distraught","Anguished/Distraught, Bleak","Anguished, Distraught, Bleak",1,"Country",1,"http://rovimusic.rovicorp.com/playback.mp3?c=BTeyWa4Dxbc113qr9Sr2lKwfpsQHuOlGC4-o-yXc8Os=&f=I"
"MT0011230792","Anthony Braxton","Composition 101","Q3",0.8,5,4,"clinical, cold, complex, detached","Clinical, Cold, Complex, Detached, Knotty","Clinical, Cold, Complex, Detached, Knotty",1,"Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=MAqkJO9xKGHT_-v5RgsUfc2KXJKuJLE7UG4BJXcyKZ4=&f=I"
"MT0011250965","Los Dandy's","Por Fin","Q4",0.538461538461538,13,11,"bittersweet, gentle, melancholy, nocturnal, poignant, quiet, romantic, sensual, soft, soothing, theatrical","Autumnal, Bittersweet, Gentle, Melancholy, Nocturnal, Plaintive, Poignant, Romantic, Sensual, Soft/Quiet, Soothing, Theatrical","Autumnal, Bittersweet, Gentle, Melancholy, Nocturnal, Plaintive, Poignant, Romantic, Sensual, Soft, Quiet, Soothing, Theatrical",2,"International, Latin",1,"http://rovimusic.rovicorp.com/playback.mp3?c=9RZabg1CP4mTIvETVbSqRZjWf7KriH64XH0cLbjLrOY=&f=I"
"MT0011259078","Quintron","The Bridge","Q2",0.666666666666667,3,3,"eerie, messy, spooky","Eerie, Messy, Spooky","Eerie, Messy, Spooky",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=_fG3LXnuTJjYv3l7HLIp9TqpU4hxl5saPDaNIVORh-E=&f=I"
"MT0011308097","Placebo","Narcoleptic","Q3",0.6,5,3,"bleak, gloomy, sad","Angst-Ridden, Bleak, Gloomy, Sad, Somber","Angst-Ridden, Bleak, Gloomy, Sad, Somber",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=RUhBU_KYIZ21n0sA8032f_3pqi0RS20pHqZddGAWQOA=&f=I"
"MT0011322528","Obituary","Cause of Death","Q2",0.6,10,8,"angry, bleak, fierce, harsh, hostile, menacing, ominous, outrageous","Angry, Bleak, Fierce, Harsh, Hostile, Menacing, Ominous, Outrageous, Suffocating, Unsettling","Angry, Bleak, Fierce, Harsh, Hostile, Menacing, Ominous, Outrageous, Suffocating, Unsettling",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=r5nGU0Na7CJQQkV2wn7XOM2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0011348776","Mystikal","Ready to Rumble","Q2",0.571428571428571,7,5,"fierce, harsh, hostile, menacing, outrageous","Fierce, Harsh, Hostile, Malevolent, Menacing, Outrageous, Thuggish","Fierce, Harsh, Hostile, Malevolent, Menacing, Outrageous, Thuggish",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=GgcBab4PA_kA4HYoGcX9eM2KXJKuJLE7UG4BJXcyKZ4=&f=I"
"MT0011354857","Urban Dub","Spirals of Dub","Q1",0.666666666666667,3,3,"mystical, serious, thrilling","Mystical, Serious, Thrilling","Mystical, Serious, Thrilling",3,"Electronic, International, Reggae",1,"http://rovimusic.rovicorp.com/playback.mp3?c=BXfhKOPgDrustPZNua6V9vQIxMnXLaW9NvEpt_rvU6E=&f=I"
"MT0011369407","Crucifucks","Earth by Invitation Only","Q2",0.571428571428571,7,6,"cynical, outrageous, reckless, sarcastic, snide, trashy","Cynical/Sarcastic, Nihilistic, Outrageous, Reckless, Snide, Trashy","Cynical, Sarcastic, Nihilistic, Outrageous, Reckless, Snide, Trashy",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=tgWuSU63lPYDH34RzqjbOTqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0011376343","Steel Pulse","Jah Pickney -- R.A.R.","Q4",0.75,4,3,"agreeable, calm, peaceful","Agreeable, Calm/Peaceful, Striding","Agreeable, Calm, Peaceful, Striding",3,"Electronic, International, Reggae",1,"http://rovimusic.rovicorp.com/playback.mp3?c=BZHwgpxGQdJO2AqZpWZUY_QIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0011380622","Steel Pulse","Ku Klux Klan","Q4",0.6,5,4,"confident, hypnotic, poignant, rousing","Boisterous, Confident, Hypnotic, Poignant, Rousing","Boisterous, Confident, Hypnotic, Poignant, Rousing",1,"Reggae",1,"http://rovimusic.rovicorp.com/playback.mp3?c=JTQn4WhvtPOd3325EeDrJTqpU4hxl5saPDaNIVORh-E=&f=I"
"MT0011391187","Albert Collins","Cold, Cold Feeling","Q3",0.666666666666667,6,5,"anguished, distraught, greasy, gritty, weary","Anguished/Distraught, Confrontational, Greasy, Gritty, Weary","Anguished, Distraught, Confrontational, Greasy, Gritty, Weary",1,"Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=qiB0t7qVX1yq_TAbCK0GhIapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0011398970","The Belafonte Folk Singers","Abraham, Martin and John","Q3",0.666666666666667,3,3,"reserved, sad, weary","Reserved, Sad, Weary","Reserved, Sad, Weary",2,"Folk, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=gG-FqjM6TOtDbrTN7Rp6HTqpU4hxl5saPDaNIVORh-E=&f=I"
"MT0011413068","","Johnny USA","Q2",0.625,8,7,"angry, hungry, messy, outraged, reckless, snide, trashy","Acerbic, Angry, Hungry, Messy, Outraged, Reckless, Snide, Trashy","Acerbic, Angry, Hungry, Messy, Outraged, Reckless, Snide, Trashy",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=EFXfnlDN7K4VGB56w0uVQ4apJnH0KBK7tayJ1L1z1aM=&f=I"
